index,Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
18312,32.0,Male,Brazil,Bachelor’s degree,Business Analyst,10.0,34999.5
18313,47.0,Male,Canada,Bachelor’s degree,Business Analyst,0.0,84999.5
18314,32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,84999.5
18315,32.0,Male,Japan,Master’s degree,Software Engineer,0.0,54999.5
18316,27.0,Male,China,Bachelor’s degree,Software Engineer,2.0,34999.5
18317,37.0,Male,Brazil,Bachelor’s degree,Data Scientist,10.0,34999.5
18318,32.0,Male,India,Bachelor’s degree,Data Scientist,5.0,17499.5
18319,27.0,Female,United States of America,Master’s degree,Research Scientist,5.0,94999.5
18320,23.0,Male,India,Bachelor’s degree,Data Engineer,2.0,6249.5
18321,57.0,Male,Australia,Master’s degree,Software Engineer,1.0,137499.5
18322,27.0,Female,Indonesia,Master’s degree,Data Scientist,2.0,6249.5
18323,42.0,Male,Australia,Doctoral degree,Data Scientist,20.0,94999.5
18324,27.0,Male,India,Master’s degree,Business Analyst,1.0,6249.5
18325,37.0,Male,India,Master’s degree,Data Scientist,10.0,94999.5
18326,23.0,Male,Japan,Bachelor’s degree,Other,5.0,34999.5
18327,52.0,Male,United States of America,Bachelor’s degree,Data Engineer,20.0,112499.5
18328,27.0,Male,India,Master’s degree,Software Engineer,2.0,12499.5
18329,19.5,Male,Germany,Master’s degree,Software Engineer,5.0,12499.5
18330,19.5,Male,India,Bachelor’s degree,Data Scientist,1.0,12499.5
18331,32.0,Male,India,Bachelor’s degree,Software Engineer,1.0,27499.5
18332,27.0,Male,India,Master’s degree,Data Scientist,5.0,84999.5
18333,23.0,Female,Singapore,Bachelor’s degree,Data Analyst,2.0,44999.5
18334,37.0,Male,India,Master’s degree,Data Engineer,5.0,44999.5
18335,27.0,Female,India,Master’s degree,Data Engineer,0.0,8749.5
18336,32.0,Male,India,Master’s degree,Software Engineer,2.0,12499.5
18337,32.0,Female,Australia,Master’s degree,Data Analyst,1.0,34999.5
18338,27.0,Male,India,Bachelor’s degree,Data Scientist,10.0,22499.5
18339,19.5,Male,India,Bachelor’s degree,Data Scientist,2.0,12499.5
18340,32.0,Male,Turkey,Doctoral degree,Data Scientist,10.0,1499.5
18341,27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,8749.5
18342,19.5,Male,Ukraine,Bachelor’s degree,Data Scientist,2.0,17499.5
18343,27.0,Male,China,Master’s degree,Research Scientist,5.0,94999.5
18344,23.0,Male,India,Professional degree,Data Scientist,2.0,2499.5
18345,42.0,Male,India,Professional degree,Other,2.0,44999.5
18346,23.0,Male,India,Bachelor’s degree,Other,2.0,6249.5
18347,47.0,Male,Greece,Doctoral degree,Data Scientist,5.0,34999.5
18348,37.0,Male,Kenya,Doctoral degree,Statistician,1.0,3499.5
18349,23.0,Male,India,Master’s degree,Software Engineer,1.0,6249.5
18350,32.0,Male,Japan,Master’s degree,Software Engineer,2.0,54999.5
18351,27.0,Male,China,Master’s degree,Data Analyst,2.0,22499.5
18352,32.0,Male,Romania,Master’s degree,Software Engineer,1.0,34999.5
18353,32.0,Female,Pakistan,Master’s degree,Product/Project Manager,1.0,1499.5
18354,32.0,Male,France,Master’s degree,Data Analyst,10.0,54999.5
18355,47.0,Male,Germany,Doctoral degree,Research Scientist,20.0,44999.5
18356,32.0,Female,Pakistan,Master’s degree,Product/Project Manager,0.0,1499.5
18357,32.0,Male,India,Master’s degree,Data Analyst,5.0,27499.5
18358,37.0,Male,Other,Bachelor’s degree,Data Scientist,1.0,6249.5
18359,42.0,Male,Spain,Master’s degree,Data Scientist,20.0,74999.5
18360,32.0,Male,India,Master’s degree,Data Scientist,10.0,2499.5
18361,32.0,Female,France,Doctoral degree,Data Scientist,10.0,74999.5
18362,23.0,Male,India,Master’s degree,Software Engineer,0.0,8749.5
18363,47.0,Male,Australia,Master’s degree,Product/Project Manager,2.0,174999.5
18364,27.0,Male,Russia,Master’s degree,Data Scientist,2.0,12499.5
18365,27.0,Female,Romania,Master’s degree,Data Scientist,5.0,2499.5
18366,27.0,Male,Japan,Bachelor’s degree,DBA/Database Engineer,0.0,44999.5
18367,23.0,Male,India,Bachelor’s degree,Software Engineer,5.0,4499.5
18368,27.0,Male,Other,Master’s degree,Data Scientist,2.0,74999.5
18369,32.0,Male,India,Bachelor’s degree,Software Engineer,5.0,64999.5
18370,32.0,Male,United States of America,Bachelor’s degree,Software Engineer,10.0,94999.5
18371,19.5,Male,Netherlands,Bachelor’s degree,Data Scientist,5.0,84999.5
18372,23.0,Female,Romania,Master’s degree,Data Scientist,2.0,12499.5
18373,32.0,Male,France,Master’s degree,Data Scientist,10.0,112499.5
18374,23.0,Male,India,Bachelor’s degree,Software Engineer,1.0,17499.5
18375,23.0,Male,France,Master’s degree,Data Scientist,1.0,34999.5
18376,27.0,Male,Spain,Master’s degree,Data Scientist,2.0,22499.5
18377,23.0,Male,Brazil,Bachelor’s degree,Data Scientist,1.0,22499.5
18378,32.0,Male,France,Master’s degree,Data Scientist,5.0,44999.5
18379,42.0,Male,Hungary,Master’s degree,Data Scientist,20.0,137499.5
18380,23.0,Male,Belarus,Bachelor’s degree,Research Scientist,2.0,12499.5
18381,32.0,Male,India,Bachelor’s degree,Data Analyst,5.0,6249.5
18382,47.0,Male,Hong Kong (S.A.R.),Master’s degree,Software Engineer,1.0,112499.5
18383,32.0,Male,Czech Republic,Master’s degree,Software Engineer,2.0,17499.5
18384,42.0,Male,Spain,Master’s degree,Software Engineer,1.0,22499.5
18385,47.0,Male,Canada,Master’s degree,Software Engineer,1.0,74999.5
18386,32.0,Male,India,I prefer not to answer,Product/Project Manager,2.0,27499.5
18387,27.0,Male,Russia,Doctoral degree,Research Scientist,2.0,1499.5
18388,27.0,Male,Japan,Master’s degree,Data Scientist,5.0,3499.5
18389,23.0,Male,Viet Nam,Master’s degree,Data Engineer,2.0,6249.5
18390,27.0,Male,India,Master’s degree,Data Scientist,10.0,8749.5
18391,27.0,Male,Canada,Master’s degree,Data Scientist,1.0,54999.5
18392,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,44999.5
18393,27.0,Female,India,Master’s degree,Other,1.0,6249.5
18394,32.0,Male,Ireland,Doctoral degree,Data Analyst,2.0,34999.5
18395,27.0,Male,United States of America,Master’s degree,Statistician,5.0,84999.5
18396,37.0,Male,United States of America,Doctoral degree,Other,20.0,112499.5
18397,27.0,Male,India,No formal education past high school,Software Engineer,0.0,1499.5
18398,23.0,Male,Canada,Master’s degree,Data Scientist,2.0,44999.5
18399,27.0,Male,Other,Bachelor’s degree,Data Analyst,2.0,12499.5
18400,27.0,Male,Other,Master’s degree,Data Scientist,10.0,8749.5
18401,23.0,Male,Canada,Some college/university study without earning a bachelor’s degree,Software Engineer,5.0,84999.5
18402,32.0,Female,India,Bachelor’s degree,Data Analyst,5.0,6249.5
18403,42.0,Male,India,Doctoral degree,Research Scientist,10.0,44999.5
18404,32.0,Male,Turkey,Doctoral degree,Research Scientist,10.0,54999.5
18405,23.0,Male,India,Bachelor’s degree,Software Engineer,5.0,27499.5
18406,47.0,Male,Brazil,Bachelor’s degree,Data Engineer,5.0,12499.5
18407,27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,12499.5
18408,27.0,Female,Romania,Master’s degree,Data Scientist,5.0,34999.5
18409,23.0,Male,India,Bachelor’s degree,Data Scientist,2.0,8749.5
18410,27.0,Male,Denmark,Master’s degree,Data Scientist,5.0,64999.5
18411,37.0,Male,Germany,Master’s degree,Data Scientist,10.0,84999.5
18412,19.5,Male,United States of America,Master’s degree,Data Scientist,10.0,64999.5
18413,32.0,Male,Turkey,Bachelor’s degree,Data Scientist,5.0,17499.5
18414,37.0,Male,United States of America,Master’s degree,Data Analyst,20.0,137499.5
18415,27.0,Male,United States of America,Master’s degree,Other,2.0,84999.5
18416,27.0,Male,Hungary,Master’s degree,Data Scientist,5.0,3499.5
18417,32.0,Female,Germany,Master’s degree,Data Scientist,2.0,64999.5
18418,27.0,Male,Switzerland,Bachelor’s degree,Other,1.0,17499.5
18419,42.0,Male,Brazil,Doctoral degree,Business Analyst,1.0,44999.5
18420,32.0,Female,Japan,Some college/university study without earning a bachelor’s degree,Other,1.0,12499.5
18421,23.0,Male,United States of America,Bachelor’s degree,Software Engineer,2.0,112499.5
18422,32.0,Male,Poland,Master’s degree,Data Analyst,5.0,22499.5
18423,23.0,Female,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,2.0,1499.5
18424,27.0,Male,Switzerland,Master’s degree,Data Scientist,2.0,64999.5
18425,27.0,Male,Tunisia,Master’s degree,Software Engineer,1.0,17499.5
18426,23.0,Male,Spain,Master’s degree,Software Engineer,1.0,1499.5
18427,23.0,Female,Canada,Bachelor’s degree,Business Analyst,1.0,27499.5
18428,47.0,Male,United States of America,Master’s degree,Data Scientist,20.0,137499.5
18429,32.0,Male,Netherlands,Master’s degree,Software Engineer,10.0,84999.5
18430,32.0,Male,Indonesia,Master’s degree,Other,5.0,17499.5
18431,32.0,Female,China,Master’s degree,Data Scientist,5.0,1499.5
18432,23.0,Male,India,Master’s degree,Software Engineer,1.0,17499.5
18433,23.0,Female,India,Master’s degree,Data Analyst,1.0,6249.5
18434,27.0,Male,India,Bachelor’s degree,Other,1.0,54999.5
18435,32.0,Male,India,Doctoral degree,Research Scientist,5.0,17499.5
18436,27.0,Male,Japan,Bachelor’s degree,Data Scientist,5.0,12499.5
18437,27.0,Male,Poland,Master’s degree,Data Scientist,5.0,22499.5
18438,37.0,Male,Other,Master’s degree,Statistician,5.0,8749.5
18439,23.0,Male,Viet Nam,Bachelor’s degree,Research Scientist,1.0,2499.5
18440,32.0,Male,"Iran, Islamic Republic of...",Professional degree,Data Scientist,2.0,4499.5
18441,23.0,Male,India,Bachelor’s degree,Software Engineer,5.0,12499.5
18442,37.0,Female,Brazil,Master’s degree,Other,1.0,112499.5
18443,32.0,Male,India,Master’s degree,Data Scientist,5.0,54999.5
18444,27.0,Male,India,Master’s degree,Business Analyst,10.0,17499.5
18445,23.0,Male,China,Master’s degree,Data Scientist,1.0,3499.5
18446,27.0,Male,Japan,I prefer not to answer,Software Engineer,1.0,44999.5
18447,23.0,Male,Chile,Some college/university study without earning a bachelor’s degree,Software Engineer,5.0,2499.5
18448,37.0,Male,Russia,Professional degree,Software Engineer,1.0,74999.5
18449,64.5,Female,Brazil,Bachelor’s degree,Data Scientist,0.0,6249.5
18450,23.0,Female,India,Master’s degree,Data Scientist,2.0,8749.5
18451,32.0,Male,Taiwan,Master’s degree,Research Scientist,2.0,34999.5
18452,37.0,Male,India,Doctoral degree,Research Scientist,10.0,17499.5
18453,52.0,Male,France,Some college/university study without earning a bachelor’s degree,Data Scientist,10.0,112499.5
18454,23.0,Male,Pakistan,Bachelor’s degree,Data Scientist,2.0,3499.5
18455,27.0,Male,Nigeria,Doctoral degree,Data Scientist,1.0,1499.5
18456,19.5,Male,Nigeria,Bachelor’s degree,Data Analyst,1.0,6249.5
18457,37.0,Male,Russia,Bachelor’s degree,Software Engineer,1.0,44999.5
18458,23.0,Male,Other,Master’s degree,Data Scientist,2.0,74999.5
18459,32.0,Male,United States of America,Doctoral degree,Data Scientist,1.0,44999.5
18460,27.0,Male,Spain,Master’s degree,Research Scientist,5.0,34999.5
18461,23.0,Male,Portugal,Master’s degree,Software Engineer,1.0,12499.5
18462,37.0,Male,Saudi Arabia,Master’s degree,Data Scientist,10.0,112499.5
18463,32.0,Male,Brazil,Master’s degree,Software Engineer,2.0,54999.5
18464,27.0,Male,India,Master’s degree,Data Scientist,5.0,1499.5
18465,32.0,Male,India,Master’s degree,Other,1.0,1499.5
18466,27.0,Female,Kenya,Master’s degree,Data Analyst,5.0,3499.5
18467,64.5,Male,Other,No formal education past high school,Business Analyst,1.0,27499.5
18468,23.0,Male,Tunisia,Bachelor’s degree,Data Scientist,2.0,224999.5
18469,23.0,Male,India,Bachelor’s degree,Other,1.0,3499.5
18470,27.0,Male,Italy,Master’s degree,Business Analyst,1.0,224999.5
18471,32.0,Male,Japan,Master’s degree,Data Scientist,5.0,8749.5
18472,23.0,Female,Other,Bachelor’s degree,Other,2.0,6249.5
18473,23.0,Male,Sweden,Master’s degree,Statistician,5.0,34999.5
18474,27.0,Male,China,I prefer not to answer,Data Engineer,2.0,22499.5
18475,32.0,Male,China,Master’s degree,Data Analyst,2.0,8749.5
18476,27.0,Male,Australia,Bachelor’s degree,Other,5.0,64999.5
18477,52.0,Male,France,Bachelor’s degree,Software Engineer,5.0,64999.5
18478,32.0,Male,United States of America,Master’s degree,Data Engineer,10.0,112499.5
18479,37.0,Male,Argentina,Bachelor’s degree,Software Engineer,20.0,17499.5
18480,32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
18481,37.0,Male,Germany,Doctoral degree,Data Scientist,10.0,74999.5
18482,37.0,Male,United States of America,Doctoral degree,Research Scientist,2.0,34999.5
18483,23.0,Female,India,Doctoral degree,Statistician,5.0,1499.5
18484,57.0,Female,Canada,Master’s degree,Product/Project Manager,2.0,137499.5
18485,52.0,Male,United States of America,Master’s degree,Software Engineer,20.0,174999.5
18486,32.0,Male,Netherlands,Bachelor’s degree,Software Engineer,20.0,64999.5
18487,27.0,Male,Russia,Bachelor’s degree,Machine Learning Engineer,5.0,12499.5
18488,37.0,Female,Pakistan,Master’s degree,Data Analyst,10.0,17499.5
18489,32.0,Male,Other,Doctoral degree,Machine Learning Engineer,20.0,12499.5
18490,52.0,Female,United States of America,Bachelor’s degree,Other,0.0,137499.5
18491,37.0,Male,India,Bachelor’s degree,Other,0.0,17499.5
18492,23.0,Male,Indonesia,Master’s degree,Data Scientist,5.0,4499.5
18493,37.0,Male,India,Master’s degree,Other,20.0,12499.5
18494,27.0,Female,Belarus,Master’s degree,Machine Learning Engineer,2.0,1499.5
18495,32.0,Male,Ukraine,Master’s degree,Data Scientist,5.0,64999.5
18496,27.0,Male,United States of America,Master’s degree,Software Engineer,20.0,400000.0
18497,37.0,Male,Saudi Arabia,Bachelor’s degree,Other,0.0,44999.5
18498,37.0,Male,Taiwan,Master’s degree,Software Engineer,10.0,27499.5
18499,37.0,Male,United States of America,Doctoral degree,Data Analyst,2.0,74999.5
18500,27.0,Male,India,Bachelor’s degree,Machine Learning Engineer,5.0,12499.5
18501,37.0,Male,Germany,Doctoral degree,Research Scientist,20.0,64999.5
18502,42.0,Male,India,Professional degree,Software Engineer,20.0,84999.5
18503,27.0,Male,Taiwan,Master’s degree,Other,5.0,27499.5
18504,64.5,Male,Other,Doctoral degree,Other,10.0,8749.5
18505,23.0,Male,Russia,Master’s degree,Machine Learning Engineer,5.0,17499.5
18506,32.0,Male,United Arab Emirates,Master’s degree,Research Scientist,10.0,84999.5
18507,57.0,Male,Colombia,Master’s degree,Data Scientist,20.0,44999.5
18508,37.0,Male,Canada,Master’s degree,Data Scientist,20.0,84999.5
18509,23.0,Male,India,Bachelor’s degree,Data Analyst,5.0,12499.5
18510,23.0,Male,Viet Nam,Master’s degree,Machine Learning Engineer,5.0,17499.5
18511,52.0,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,20.0,94999.5
18512,23.0,Male,Other,Bachelor’s degree,Software Engineer,10.0,12499.5
18513,32.0,Male,United States of America,Bachelor’s degree,Other,2.0,54999.5
18514,37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,112499.5
18515,37.0,Male,Russia,Doctoral degree,Research Scientist,20.0,17499.5
18516,47.0,Female,United States of America,Doctoral degree,Data Scientist,20.0,274999.5
18517,27.0,Male,Poland,Master’s degree,Software Engineer,5.0,17499.5
18518,37.0,Male,Other,Doctoral degree,Research Scientist,20.0,64999.5
18519,37.0,Male,Canada,Master’s degree,Data Scientist,10.0,84999.5
18520,37.0,Male,Nigeria,Bachelor’s degree,Software Engineer,20.0,64999.5
18521,27.0,Female,India,Bachelor’s degree,Data Analyst,2.0,6249.5
18522,27.0,Male,United States of America,Master’s degree,Software Engineer,20.0,64999.5
18523,23.0,Male,France,Master’s degree,Research Scientist,5.0,54999.5
18524,32.0,Male,Netherlands,Master’s degree,Data Analyst,5.0,4499.5
18525,42.0,Male,Germany,Doctoral degree,Software Engineer,20.0,54999.5
18526,32.0,Male,Belgium,Doctoral degree,Research Scientist,5.0,34999.5
18527,27.0,Female,Germany,Master’s degree,Data Scientist,5.0,54999.5
18528,27.0,Female,Saudi Arabia,Master’s degree,Data Analyst,10.0,44999.5
18529,23.0,Male,Russia,Doctoral degree,Research Scientist,5.0,2499.5
18530,19.5,Male,Turkey,Bachelor’s degree,Data Scientist,2.0,6249.5
18531,32.0,Male,Russia,Master’s degree,Software Engineer,10.0,17499.5
18532,42.0,Male,Spain,Some college/university study without earning a bachelor’s degree,Data Scientist,20.0,112499.5
18533,27.0,Male,"Iran, Islamic Republic of...",Master’s degree,Data Scientist,5.0,2499.5
18534,52.0,Male,Spain,Doctoral degree,Research Scientist,20.0,74999.5
18535,32.0,Male,United States of America,Master’s degree,Data Analyst,5.0,84999.5
18536,52.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Other,20.0,44999.5
18537,47.0,Male,United States of America,Master’s degree,Software Engineer,5.0,174999.5
18538,32.0,Female,India,Bachelor’s degree,Data Scientist,5.0,22499.5
18539,37.0,Male,United States of America,Master’s degree,Machine Learning Engineer,20.0,174999.5
18540,32.0,Female,Spain,Master’s degree,Data Scientist,2.0,44999.5
18541,42.0,Male,Other,Doctoral degree,Data Scientist,20.0,112499.5
18542,23.0,Male,United States of America,Master’s degree,Data Analyst,5.0,34999.5
18543,32.0,Male,Egypt,Bachelor’s degree,Other,20.0,17499.5
18544,32.0,Female,Germany,Doctoral degree,Data Scientist,10.0,54999.5
18545,23.0,Female,Romania,Master’s degree,Data Scientist,2.0,17499.5
18546,32.0,Male,Russia,Bachelor’s degree,Data Scientist,2.0,27499.5
18547,27.0,Male,India,Master’s degree,Other,2.0,12499.5
18548,42.0,Male,India,Master’s degree,Data Scientist,5.0,12499.5
18549,37.0,Male,India,Master’s degree,Data Scientist,10.0,4499.5
18550,42.0,Male,United States of America,Doctoral degree,Other,20.0,400000.0
18551,27.0,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,2.0,64999.5
18552,27.0,Male,Colombia,Professional degree,Data Analyst,10.0,12499.5
18553,19.5,Male,United States of America,Master’s degree,Software Engineer,5.0,94999.5
18554,37.0,Male,Republic of Korea,Professional degree,Data Analyst,10.0,54999.5
18555,23.0,Male,India,Bachelor’s degree,Data Engineer,20.0,12499.5
